,budget,genres,id,popularity,release_date,revenue,runtime,title,vote_average,vote_count,collection_id,collection_name,release_year,returncon
620,0,,166901,0.065827,1995-09-08,0,89.0,Rude,6.0,1,,,1995,0.0
621,0,"Drama, Romance",36447,1.67218,1996-01-26,0,109.0,Carried Away,5.4,5,,,1996,0.0
622,0,"Romance, Animation, Family, Adventure, Fantasy",19042,5.028897,1996-03-29,8620678,82.0,All Dogs Go to Heaven 2,5.0,50,140910.0,All Dogs Go to Heaven Collection,1996,0.0
623,0,"Drama, History, War, Romance",38884,6.144235,1995-01-01,0,109.0,Land and Freedom,7.0,53,,,1995,0.0
624,0,Comedy,47449,0.466476,1995-05-17,0,80.0,Denise Calls Up,6.6,5,,,1995,0.0
625,33500000,"Fantasy, Science Fiction, Family",36259,2.583686,1995-12-14,0,92.0,Theodore Rex,3.6,17,,,1995,0.0
626,0,"Comedy, Drama",41852,6.207993,1996-03-29,0,109.0,A Family Thing,5.6,14,,,1996,0.0
627,0,"Drama, Thriller",40926,0.319215,1996-03-22,0,88.0,Frisk,3.0,3,,,1996,0.0
628,0,"Comedy, Family",9099,5.70904,1996-03-29,0,90.0,Sgt. Bilko,5.5,96,,,1996,0.0
629,0,"Comedy, Drama, Romance",2021,1.523446,1995-06-02,218626,110.0,Jack & Sarah,5.1,10,,,1995,0.0
630,12000000,Comedy,61752,4.405169,1996-03-22,4939939,108.0,Girl 6,5.7,17,,,1996,0.41166158333333336
631,0,"Drama, Horror, Mystery, Thriller",10988,4.530079,1996-03-22,0,107.0,Diabolique,5.4,74,,,1996,0.0
632,0,"Adventure, Drama, Comedy, Family",11479,4.728163,1994-12-14,0,90.0,"Little Indian, Big City",6.0,145,,,1994,0.0
633,0,"Romance, Drama",398959,0.149157,1995-09-11,0,97.0,Roula,5.0,1,,,1995,0.0
634,0,Comedy,287305,0.066123,1996-03-21,0,,Peanuts – Die Bank zahlt alles,4.0,1,,,1996,0.0
635,0,Comedy,339428,0.002229,1996-03-14,65335,,Happy Weekend,0.0,0,,,1996,0.0
636,0,"Drama, Romance",12652,1.784647,1996-04-12,0,106.0,Nelly and Monsieur Arnaud,7.1,16,,,1996,0.0
637,46000000,"Drama, Thriller, Mystery, War",10684,11.595316,1996-07-04,100860818,117.0,Courage Under Fire,6.2,240,,,1996,2.1926264782608698
638,80000000,"Adventure, Action, Thriller",954,15.793477,1996-05-22,457696359,110.0,Mission: Impossible,6.7,2677,87359.0,Mission: Impossible Collection,1996,5.7212044875
639,0,"Drama, Comedy",68445,0.494977,1995-02-10,0,85.0,Cold Fever,7.7,6,,,1995,0.0
640,0,"Drama, Romance",18989,2.337263,1996-06-14,0,123.0,Moll Flanders,6.2,19,,,1996,0.0
641,0,Comedy,10801,0.821299,1996-03-06,0,86.0,The Superwife,5.3,7,,,1996,0.0
642,0,"Horror, Mystery, Thriller",54285,0.396626,1995-04-22,0,100.0,"301, 302",6.2,10,,,1995,0.0
643,57000000,Fantasy,8840,23.63659,1996-05-31,115267375,103.0,DragonHeart,6.4,553,169452.0,DragonHeart Collection,1996,2.022234649122807
644,0,Drama,278978,0.439989,1996-02-29,0,,Und keiner weint mir nach,0.0,0,,,1996,0.0
645,0,Drama,124625,0.622885,1995-09-12,0,93.0,My Mother's Courage,0.0,0,,,1995,0.0
646,0,"Action, Comedy",11107,3.09233,1996-05-31,0,100.0,Eddie,5.4,46,,,1996,0.0
647,0,"Drama, Comedy",16417,1.558066,1993-12-01,0,100.0,Yankee Zulu,6.0,4,,,1993,0.0
648,0,,70934,0.002444,1995-07-26,0,92.0,Billy's Holiday,0.0,0,,,1995,0.0
649,0,"Crime, Drama, Thriller",10363,3.804493,1960-03-10,0,115.0,Purple Noon,7.3,73,,,1960,0.0
650,0,"Romance, Comedy, Drama",161070,0.987434,1996-08-08,0,94.0,August,5.3,3,,,1996,0.0
651,38000000,"Adventure, Animation, Family",10539,13.217623,1996-04-12,28921264,79.0,James and the Giant Peach,6.2,375,,,1996,0.7610858947368421
652,0,"Drama, Thriller, Romance",10543,6.954926,1996-04-12,0,97.0,Fear,6.1,157,,,1996,0.0
653,0,Comedy,18414,2.299851,1996-04-02,0,89.0,Kids in the Hall: Brain Candy,5.9,26,,,1996,0.0
654,13000000,"Comedy, Crime, Drama",47502,1.296862,1996-04-03,9789900,91.0,Faithful,4.8,4,,,1996,0.7530692307692308
655,14000000,"War, Drama, Comedy",11902,14.587894,1995-04-11,0,170.0,Underground,7.5,143,,,1995,0.0
656,0,"War, Drama, Romance",27098,3.582047,1995-03-08,0,130.0,All Things Fair,6.1,23,,,1995,0.0
657,0,"Action, Thriller",25087,3.085207,1996-03-01,684351,90.0,Bloodsport II,5.2,23,36694.0,Bloodsport Collection,1996,0.0
658,0,Drama,5801,3.900709,1955-08-26,536364,125.0,Pather Panchali,7.9,63,158391.0,The Apu Collection,1955,0.0
659,0,Drama,896,2.381806,1959-05-01,16000,117.0,The World of Apu,8.2,40,158391.0,The Apu Collection,1959,0.0
660,0,"Comedy, Science Fiction",3065,2.985163,1996-04-19,0,73.0,Mystery Science Theater 3000: The Movie,7.0,71,,,1996,0.0
661,0,,318177,0.001662,1996-03-15,0,100.0,Tarantella,0.0,0,,,1996,0.0
662,80000000,"Animation, Comedy, Drama, Family, Fantasy",2300,11.054251,1996-11-15,250200000,88.0,Space Jam,6.5,1335,,,1996,3.1275
663,9000000,Science Fiction,8069,14.304205,1968-10-10,2500000,98.0,Barbarella,5.7,149,,,1968,0.2777777777777778
664,0,"Thriller, Action, Drama",288173,0.062388,1995-01-01,0,90.0,Hostile Intentions,8.0,1,,,1995,0.0
665,0,"Comedy, Horror, Science Fiction",187851,0.466991,1996-01-01,0,98.0,They Bite,5.5,1,,,1996,0.0
666,0,"Drama, Thriller",27768,0.459376,1994-03-26,0,25.0,Some Folks Call It a Sling Blade,7.5,8,,,1994,0.0
667,0,"Drama, Romance",221917,0.117662,1995-09-22,0,0.0,The Run of the Country,8.0,2,,,1995,0.0
668,220000,"Drama, Science Fiction, Mystery",8072,4.658149,1965-05-05,0,100.0,Alphaville,6.8,100,144146.0,Lemmy Caution Collection,1965,0.0
669,0,Drama,35797,2.272213,1981-11-04,0,128.0,Coup de Torchon,6.8,21,,,1981,0.0
670,0,"Documentary, Foreign",88030,0.18343,1994-01-01,0,75.0,Tigrero: A Film That Was Never Made,7.5,4,,,1994,0.0
671,0,,185191,0.004117,1993-05-20,0,110.0,The Eye of Vichy,0.0,0,,,1993,0.0
672,0,"Horror, Drama, Thriller",83857,0.400023,1980-01-18,0,96.0,Windows,5.8,9,,,1980,0.0
673,0,Drama,33245,2.791667,1996-03-22,0,110.0,It's My Party,6.2,9,,,1996,0.0
674,0,"Drama, Romance",124460,0.487357,1994-10-27,0,118.0,Country Life,8.0,1,,,1994,0.0
675,0,"Action, Adventure, Comedy, Family",27281,4.357971,1995-07-28,0,107.0,Operation Dumbo Drop,4.7,37,,,1995,0.0
676,0,"Drama, Romance",105045,0.122178,1995-02-16,0,115.0,The Promise,5.0,1,,,1995,0.0
677,25000000,"Comedy, Romance, Drama",40001,9.1861,1996-04-19,10070000,105.0,Mrs. Winterbourne,5.5,26,,,1996,0.4028
678,0,"Action, Adventure, Science Fiction, Thriller",29621,1.899069,1996-10-23,0,94.0,Solo,3.9,18,,,1996,0.0
679,0,"Drama, Foreign",117730,0.71066,1994-01-01,0,0.0,Under The Domim Tree,6.5,2,,,1994,0.0
680,0,"Action, Thriller",20762,10.68537,1996-04-19,0,114.0,The Substitute,5.8,60,143766.0,The Substitute Collection,1996,0.0
681,0,"Crime, Mystery, Thriller",37144,1.217249,1996-03-12,0,94.0,True Crime,5.1,7,,,1996,0.0
682,0,"Crime, Drama, Romance, Thriller",48260,0.877853,1995-08-18,0,88.0,Butterfly Kiss,7.4,5,,,1995,0.0
683,0,"Action, Comedy, Drama, Thriller",12656,10.298582,1996-09-13,0,99.0,Feeling Minnesota,5.5,29,,,1996,0.0
684,0,"Drama, Romance",38867,1.099187,1995-06-09,62949,99.0,Delta of Venus,3.3,5,,,1995,0.0
685,0,,277270,0.006854,1991-01-01,0,0.0,To Cross the Rubicon,0.0,0,,,1991,0.0
686,0,"Comedy, Drama, Family, Romance",25969,2.25008,1995-09-15,0,90.0,Angus,6.8,24,,,1995,0.0
687,0,"Drama, History",44103,0.755047,1992-09-01,0,138.0,Priest Daens,6.7,15,,,1992,0.0
688,275000,Drama,753,7.918418,1968-11-24,0,130.0,Faces,7.1,36,,,1968,0.0
689,0,"Romance, Drama, Mystery",43634,1.579153,1996-05-10,0,86.0,Boys,5.3,11,,,1996,0.0
690,30000000,"Action, Adventure",9103,7.941972,1996-04-19,57400547,95.0,The Quest,5.3,126,,,1996,1.9133515666666667
691,0,"Comedy, Romance",90214,0.947007,1996-03-04,0,102.0,Cosi,7.1,9,,,1996,0.0
692,0,Drama,29649,1.231692,1996-04-26,0,99.0,Sunset Park,5.1,7,,,1996,0.0
693,0,"Drama, Mystery, Thriller",10990,5.79463,1996-04-26,0,107.0,Mulholland Falls,6.2,73,,,1996,0.0
694,0,"Comedy, Romance",8866,5.121203,1996-04-26,0,93.0,The Truth About Cats & Dogs,5.7,86,,,1996,0.0
695,31000000,"Animation, Comedy, Family",12233,10.813579,1988-11-18,74151346,74.0,Oliver & Company,6.5,372,,,1988,2.3919789032258065
696,0,Comedy,23449,1.940747,1996-04-19,0,91.0,Celtic Pride,4.9,35,,,1996,0.0
697,25530000,"Adventure, Family",36355,4.557006,1996-05-17,20080020,95.0,Flipper,5.3,85,,,1996,0.7865264394829612
698,0,"Drama, Thriller, Mystery, Romance",37667,1.926109,1994-05-03,0,100.0,Captives,6.0,10,,,1994,0.0
699,0,Drama,90148,0.709209,1994-05-10,0,103.0,Of Love and Shadows,4.4,11,,,1994,0.0
700,9000000,"Drama, Fantasy, Western",922,6.505272,1995-12-23,0,121.0,Dead Man,7.2,397,,,1995,0.0
701,35000000,"War, Adventure, Drama, Romance",11876,1.690768,1995-09-20,15000000,135.0,The Horseman on the Roof,6.7,25,,,1995,0.42857142857142855
702,0,"Action, Crime, Drama",52633,6.035166,1975-01-05,0,91.0,Switchblade Sisters,6.6,27,,,1975,0.0
703,0,"Comedy, Foreign",62364,1.133409,1995-11-10,0,106.0,Mouth to Mouth,5.5,5,,,1995,0.0
704,0,"Fantasy, Comedy, Science Fiction",11687,7.326169,1993-01-27,0,107.0,The Visitors,7.1,433,52888.0,The Visitors Collection,1993,0.0
705,45000000,"Comedy, Fantasy, Science Fiction",9304,8.768806,1996-07-19,0,117.0,Multiplicity,5.5,158,,,1996,0.0
706,0,Documentary,73183,0.037443,1996-05-01,0,112.0,"The Haunted World of Edward D. Wood, Jr.",10.0,1,,,1996,0.0
707,0,"Drama, Foreign",131232,0.003949,2002-03-20,0,86.0,Two Friends,0.0,0,,,2002,0.0
708,15000000,"Drama, Fantasy, Horror, Thriller",9100,12.860385,1996-05-03,24769466,101.0,The Craft,6.3,388,,,1996,1.6512977333333334
709,0,"Comedy, Drama",20759,3.321765,1996-05-03,0,91.0,The Great White Hype,5.1,29,,,1996,0.0
710,0,"Drama, Thriller",46063,1.196686,1996-05-02,5,103.0,Last Dance,5.6,9,,,1996,0.0
712,0,"Comedy, Drama, Romance",32513,1.92386,1995-01-01,0,95.0,Cold Comfort Farm,7.0,21,,,1995,0.0
713,0,"Animation, Drama",40651,0.543042,1995-08-01,0,104.0,"Institute Benjamenta, or This Dream People Call Human Life",7.7,11,,,1995,0.0
714,25000000,"Drama, Mystery, Thriller",36915,9.264679,1996-05-17,0,132.0,Heaven's Prisoners,5.0,17,,,1996,0.0
715,4800000,"Action, Drama, Crime, Thriller",40507,0.343579,1996-05-10,3014000,99.0,Original Gangstas,5.5,5,,,1996,0.6279166666666667
716,75000000,"Action, Adventure, Thriller",9802,13.249824,1996-06-06,335062621,136.0,The Rock,6.9,1474,,,1996,4.467501613333333
717,0,Comedy,25697,0.746662,1996-04-12,0,91.0,Getting Away with Murder,5.5,6,,,1996,0.0
718,4000000,"Fantasy, Drama, Horror, Comedy",21588,6.247819,1994-03-25,0,105.0,Cemetery Man,7.0,105,,,1994,0.0
719,92000000,"Action, Adventure, Drama",664,8.739144,1996-05-10,494471524,113.0,Twister,6.1,966,,,1996,5.374690478260869
720,0,"Action, Science Fiction",11867,5.877599,1996-05-02,3793614,98.0,Barb Wire,3.9,117,,,1996,0.0
721,0,Drama,47119,0.125882,1995-10-31,0,102.0,Le Garçu,5.0,1,,,1995,0.0
722,0,Comedy,314352,0.652621,1996-04-11,0,92.0,Honeymoon,0.0,0,,,1996,0.0
723,0,"Action, Animation, Science Fiction",9323,10.686166,1995-11-18,2287714,83.0,Ghost in the Shell,7.8,854,23026.0,Ghost in the Shell Collection,1995,0.0
724,0,"Horror, Thriller",10280,4.856229,1996-10-25,0,92.0,Thinner,5.5,125,,,1996,0.0
725,18000000,"Action, Comedy",10535,8.202057,1996-05-24,0,81.0,Spy Hard,4.9,148,,,1996,0.0
726,0,"Comedy, Drama",124613,0.594716,1995-08-23,0,102.0,Brothers in Trouble,0.0,0,,,1995,0.0
727,0,"Family, Animation, Comedy",532,6.796858,1995-12-24,0,30.0,A Close Shave,7.5,223,529.0,Wallace & Gromit Collection,1995,0.0
728,0,"Drama, Action, Crime",26744,4.386329,1948-12-25,0,78.0,Force of Evil,6.6,33,,,1948,0.0
729,0,"Comedy, Family",16299,1.751457,1996-08-30,0,94.0,The Stupids,4.2,22,,,1996,0.0
730,25000000,"Action, Mystery, Science Fiction, Thriller",10547,6.497591,1996-05-31,14048372,115.0,The Arrival,6.1,200,116661.0,The Arrival Collection,1996,0.56193488
731,0,"Drama, War",245268,0.068254,1943-08-04,0,103.0,The Man from Down Under,0.0,0,,,1943,0.0
732,1800000,"Drama, Comedy, War",935,9.80398,1964-01-29,9440272,95.0,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,8.0,1472,,,1964,5.244595555555556
733,0,"Horror, Comedy, Drama, Fantasy",55613,0.160571,1992-09-30,0,100.0,Careful,7.8,4,,,1992,0.0
735,0,"Comedy, Drama, Romance",41007,0.851078,1995-09-11,0,92.0,A Month by the Lake,7.2,7,,,1995,0.0
736,0,Drama,35645,5.508101,1995-11-03,0,94.0,Gold Diggers: The Secret of Bear Mountain,5.8,20,,,1995,0.0
737,0,"Family, Adventure",110465,1.048075,1950-12-07,0,113.0,Kim,7.0,5,,,1950,0.0
738,0,Documentary,255546,0.146287,1995-04-13,0,91.0,Carmen Miranda: Bananas Is My Business,10.0,1,,,1995,0.0
739,0,"Drama, Action",40751,5.215992,1994-09-16,0,100.0,Ashes of Time,7.1,73,,,1994,0.0
740,0,,275096,0.401531,1994-04-01,0,86.0,The Jar,8.0,3,,,1994,0.0
741,0,Documentary,85778,0.001608,1995-11-10,0,105.0,Maya Lin: A Strong Clear Vision,0.0,0,,,1995,0.0
742,0,"Drama, History, War",11101,7.667284,1993-01-21,0,134.0,Stalingrad,7.4,116,,,1993,0.0
743,45000000,"Adventure, Action",9826,8.079541,1996-06-06,17300889,100.0,The Phantom,4.7,138,,,1996,0.3844642
744,50000000,"Drama, Thriller, Crime",9879,11.341502,1996-06-28,113309743,115.0,Striptease,4.4,210,,,1996,2.26619486
745,0,"Drama, Comedy",63564,1.427756,1996-12-06,0,102.0,The Last of the High Kings,5.7,15,,,1996,0.0
746,0,"Drama, Romance",22621,0.889498,1995-01-20,0,105.0,Heavy,7.7,11,,,1995,0.0
747,45000000,"Comedy, Drama, Science Fiction",7095,6.287245,1996-08-09,58620973,113.0,Jack,5.9,340,,,1996,1.3026882888888889
748,0,Drama,26890,2.771201,1996-05-01,1814290,103.0,I Shot Andy Warhol,6.1,32,,,1996,0.0
749,0,"Comedy, Drama, Family",46732,0.365418,1995-09-10,0,107.0,The Grass Harp,6.1,4,,,1995,0.0
750,0,Drama,124633,0.099602,1995-09-09,0,96.0,Someone Else's America,0.0,0,,,1995,0.0
751,0,"Music, Romance",202425,0.514363,1987-11-17,0,80.0,Life is Rosy,6.5,2,,,1987,0.0
752,0,,196940,0.011938,1992-05-26,0,80.0,Quartier Mozart,5.0,1,,,1992,0.0
753,0,"Drama, Romance",77771,0.043903,1973-07-01,0,85.0,Touki Bouki,7.3,10,303969.0,"Martin Scorsese’s World Cinema Project, Vol. 1",1973,0.0
754,0,Drama,181083,0.049573,1982-01-01,0,75.0,God's Gift,5.0,1,,,1982,0.0
755,0,"Drama, Mystery, Horror",41225,1.794298,1968-05-16,0,121.0,Spirits of the Dead,5.5,24,,,1968,0.0
756,0,,188589,0.001687,1994-05-04,0,109.0,Babyfever,0.0,0,,,1994,0.0
757,50,"Western, Drama, War",87190,0.837911,1995-01-01,0,90.0,Pharaoh's  Army,6.3,5,,,1995,0.0
758,4000000,"Drama, Crime",627,19.348466,1996-02-23,16491080,93.0,Trainspotting,7.8,2737,424202.0,Trainspotting Collection,1996,4.12277
759,1000000,"Comedy, Romance",32872,2.700061,1997-05-30,0,113.0,Til There Was You,3.9,4,,,1997,0.0
760,75000000,"Action, Adventure, Science Fiction",602,17.634197,1996-06-25,816969268,145.0,Independence Day,6.7,3334,304378.0,Independence Day Collection,1996,10.892923573333332
761,0,"Drama, Romance",14553,6.418805,1996-03-29,0,116.0,Stealing Beauty,6.6,99,,,1996,0.0
762,55000000,"Drama, Mystery, Thriller",9566,12.202063,1996-08-15,18626419,116.0,The Fan,5.7,202,,,1996,0.33866216363636364
763,100000000,"Drama, Animation, Family",10545,13.553999,1996-06-21,100138851,91.0,The Hunchback of Notre Dame,6.8,1182,97456.0,The Hunchback of Notre Dame Collection,1996,1.00138851
764,47000000,"Comedy, Drama, Thriller",9894,7.586577,1996-06-10,102825796,96.0,The Cable Guy,5.7,603,,,1996,2.187782893617021
765,27000000,Comedy,11543,11.633347,1996-07-04,25023434,113.0,Kingpin,6.7,248,,,1996,0.9267938518518518
766,100000000,"Action, Drama, Mystery, Thriller",9268,6.919314,1996-06-21,242295562,115.0,Eraser,5.6,553,,,1996,2.42295562
767,0,Documentary,52059,0.10705,1995-01-01,0,180.0,The Gate of Heavenly Peace,6.7,3,,,1995,0.0
768,54000000,"Fantasy, Comedy, Romance, Science Fiction",9327,9.651581,1996-06-26,128769345,95.0,The Nutty Professor,5.4,717,86028.0,The Nutty Professor Collection,1996,2.3846175
769,0,"Drama, Foreign",123763,0.202495,1990-08-09,0,105.0,"I, the Worst of All",6.8,3,,,1990,0.0
770,0,"Drama, Romance, War",81949,0.826372,1994-05-15,65352,82.0,An Unforgettable Summer,7.2,6,,,1994,0.0
771,0,,42005,0.043125,1987-01-01,0,97.0,A Hungarian Fairy Tale,0.0,0,,,1987,0.0
772,0,,124306,0.000308,1993-01-01,0,90.0,My Life and Times With Antonin Artaud,8.0,1,,,1993,0.0
773,0,,183955,0.05956,1994-09-09,0,100.0,Midnight Dancers,7.0,1,,,1994,0.0
774,0,"Comedy, Drama",44535,0.970688,1994-09-27,0,102.0,Somebody to Love,5.1,2,,,1994,0.0
775,0,Drama,44495,0.147662,1974-01-01,0,80.0,A Very Natural Thing,6.3,3,,,1974,0.0
776,0,Comedy,78285,0.573423,1991-09-18,0,0.0,The Old Lady Who Walked in the Sea,0.0,0,,,1991,0.0
777,80000000,"Action, Adventure, Thriller",11228,11.995799,1996-12-06,159212469,115.0,Daylight,5.8,385,,,1996,1.9901558625
778,30000000,"Horror, Comedy",10779,12.09096,1996-07-18,29359216,110.0,The Frighteners,6.7,413,,,1996,0.9786405333333333
779,5000000,"Drama, Mystery, Romance",26748,9.069963,1996-06-21,13269963,135.0,Lone Star,6.9,79,,,1996,2.6539926
780,12000000,"Comedy, Drama, Family",38223,4.086563,1996-07-10,0,100.0,Harriet the Spy,5.7,47,,,1996,0.0
781,32000000,"Drama, Fantasy, Romance, Science Fiction",9294,5.575992,1996-07-05,152036382,123.0,Phenomenon,6.2,328,,,1996,4.7511369375
782,0,"Comedy, Drama, Romance",49963,0.913281,1996-07-17,0,86.0,Walking and Talking,6.6,8,,,1996,0.0
783,3500000,"Comedy, Romance",11363,10.827266,1996-08-26,9482579,96.0,She's the One,5.7,71,,,1996,2.7093082857142856
784,40000000,"Crime, Drama, Thriller",1645,13.309013,1996-07-24,152266007,149.0,A Time to Kill,7.0,522,,,1996,3.806650175
785,0,Drama,31546,7.031279,1996-09-13,665450,88.0,American Buffalo,6.2,9,,,1996,0.0
786,0,"Romance, Comedy",77056,0.227128,1995-03-22,0,94.0,Rendezvous in Paris,6.5,4,,,1995,0.0
787,23000000,Adventure,36344,2.318141,1996-08-14,0,109.0,Alaska,5.2,32,,,1996,0.0
788,25000000,"Action, Comedy, Thriller",18550,3.906949,1996-07-19,17193231,98.0,Fled,5.2,49,,,1996,0.68772924
789,20000000,"Fantasy, Comedy, Science Fiction, Family",11511,8.962892,1996-07-17,0,93.0,Kazaam,3.6,60,,,1996,0.0
790,0,,172198,0.091984,1994-10-23,0,106.0,Magic Hunter,6.0,1,,,1994,0.0
791,30000000,"Family, Comedy",34170,3.521921,1996-10-31,0,93.0,Larger Than Life,5.4,35,,,1996,0.0
792,0,,281085,1.56604,1996-05-22,0,0.0,A Boy Called Hate,6.0,2,,,1996,0.0
793,0,"Action, Mystery, Thriller",109478,0.926867,1996-05-17,0,89.0,Power 98,4.0,1,,,1996,0.0
794,0,"War, Drama",124645,0.145092,1995-09-10,0,102.0,Two Deaths,7.0,2,,,1995,0.0
795,0,Comedy,12606,9.898696,1996-08-23,0,90.0,A Very Brady Sequel,5.8,42,224478.0,The Brady Bunch Collection,1996,0.0
796,0,Comedy,69895,0.036699,1993-05-26,0,82.0,Stefano Quantestorie,6.0,1,,,1993,0.0
797,0,"Adventure, Drama",35206,1.116063,1956-09-21,0,104.0,Death in the Garden,7.4,8,,,1956,0.0
798,0,"War, Drama",151489,0.270432,1992-01-01,0,123.0,Hedd Wyn,6.5,2,,,1992,0.0
799,0,"Drama, Comedy, Romance",4837,1.683348,1967-03-02,0,89.0,La Collectionneuse,6.5,25,,,1967,0.0
800,0,"Drama, Foreign",12632,0.000578,1993-09-11,0,139.0,Kaspar Hauser,6.3,4,,,1993,0.0
801,0,"Comedy, Foreign",9098,1.165202,1996-05-30,0,100.0,Regular Guys,5.2,9,,,1996,0.0
802,0,Drama,282919,0.106345,1996-06-20,0,,Diebinnen,4.0,1,,,1996,0.0
803,0,Thriller,124614,1.606957,1995-09-06,0,91.0,The Convent,6.5,6,,,1995,0.0
804,0,"Animation, Family, Fantasy",18975,7.523528,1996-07-26,0,90.0,The Adventures of Pinocchio,5.0,55,,,1996,0.0
805,13000000,"Fantasy, Comedy, Music",11962,9.490858,1996-07-26,4619014,78.0,Joe's Apartment,5.0,87,,,1996,0.3553087692307692
806,26000000,Comedy,2925,10.177303,1996-09-20,116400000,102.0,The First Wives Club,6.5,172,,,1996,4.476923076923077
807,0,"Romance, Drama, Comedy",28628,0.940228,1995-10-01,0,99.0,Stonewall,7.2,10,,,1995,0.0
808,80000000,"Action, Thriller",3595,8.772188,1996-11-08,309492681,117.0,Ransom,6.4,482,,,1996,3.8686585125
809,0,Comedy,9308,4.220058,1996-10-25,21302121,86.0,High School High,5.4,51,,,1996,0.0
810,0,Comedy,92381,0.879852,1996-08-02,0,89.0,Phat Beach,5.4,8,,,1996,0.0
811,0,"Action, Drama, Thriller",18555,3.186891,1996-08-23,258263,102.0,Foxfire,6.3,30,,,1996,0.0
812,50000000,"Action, Drama, Science Fiction, Thriller",12123,15.874491,1996-08-02,60209334,107.0,Chain Reaction,5.3,291,,,1996,1.20418668
813,36000000,"Comedy, Family, Fantasy",10830,10.034915,1996-08-02,33459416,98.0,Matilda,6.9,892,,,1996,0.9294282222222222
814,6000000,"Drama, Comedy, Romance",3573,6.593011,1996-08-02,22231658,121.0,Emma,6.7,152,,,1996,3.7052763333333334
815,13000000,"Action, Fantasy, Thriller",10546,6.554679,1996-08-29,17917287,84.0,The Crow: City of Angels,5.2,119,9436.0,The Crow Collection,1996,1.3782528461538461
816,0,"Comedy, Family",18862,12.297782,1996-08-14,0,108.0,House Arrest,5.0,32,,,1996,0.0
817,0,"Drama, Horror, Thriller",31417,9.935891,1960-01-11,0,90.0,Eyes Without a Face,7.5,130,,,1960,0.0
818,15000000,"Horror, Comedy",9431,3.450402,1996-08-16,5600000,87.0,Bordello of Blood,5.0,63,115142.0,Tales from the Crypt Collection,1996,0.37333333333333335
819,0,Drama,124619,0.042365,1995-06-01,0,87.0,Lotto Land,7.0,1,,,1995,0.0
820,0,,297645,0.001652,1994-03-30,0,90.0,The Story of Xinghua,0.0,0,,,1994,0.0
821,0,,48144,0.076062,1994-01-01,0,99.0,The Day the Sun Turned Cold,7.0,2,,,1994,0.0
822,0,"Drama, Romance",46986,1.663948,1995-09-14,0,85.0,Flirt,7.5,4,,,1995,0.0
823,0,Drama,144982,0.404501,1996-09-06,0,98.0,The Big Squeeze,5.0,1,,,1996,0.0
824,6000000,"Comedy, Drama",47907,1.19589,1996-08-23,12643776,117.0,The Spitfire Grill,6.8,17,,,1996,2.107296
